scientificName,vernacularName,namePublishedIn,custom_TaxonAsRecorded,basisOfRecord,eventDate,locality,locationID,fieldNotes,custom_TransectStartLatitude,custom_TransectStartLongitude,custom_TransectEndLatitude,custom_TransectEndLongitude,geodeticDatum,coordinateUncertaintyInMeters,locationRemarks,verbatimCoordinates,verbatimCoordinateSystem,verbatimSRS,individualCount,custom_CoordinateBearing,custom_Transect,custom_InterceptPoint,decimalLongitude,decimalLatitude,taxonRank,coordinate_flag,taxonomic_flag,eventDate_flag
Bacopa caroliniana,"Lemon hyssop, Lemon bacopa, Blue waterhyssop",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,bacocaro,Human Observation,2003-02-06,BICY,454-60,NA,25.953,-81.3496,25.9516,-81.3514,WGS84,314,Cell #D35,"17N 2870527 E, 464999 N",UTM,WGS84,1,240,454,60,-81.35089698765815,25.952323021093076,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2002-06-17,BICY,144-32,NA,25.8329,-81.1112,25.8352,-81.1114,WGS84,314,"Cell #AB48, W of Monroe Station S of Tamiami Trai","17N 2857179 E, 488852 N",UTM,WGS84,1,5,144,32,-81.11113045505716,25.833619368638836,species,A,A,A
Serenoa repens,Saw palmetto,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,sererepe,Human Observation,2003-02-11,BICY,492-29,NA,25.8735,-81.2566,25.8756,-81.2553,WGS84,314,Cell #N44,"17N 2861698 E, 474294 N",UTM,WGS84,1,50,492,29,-81.25604586094902,25.873920648446415,species,A,A,A
Annona glabra,Pond-apple,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,annoglab,Human Observation,2004-04-29,BICY,404-14,NA,25.8211,-81.0303,25.8192,-81.0318,WGS84,314,Cell #AJ50,"17N 2855868 E, 496959 N",UTM,WGS84,1,220,404,14,-81.0305243719368,25.820857986075968,species,A,A,A
Paspalum monostachyum,Gulfdune paspalum,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,paspmono,Human Observation,2002-08-29,BICY,250-35,NA,25.784300000000002,-81.0757,25.7839,-81.0732,WGS84,314,Cell #AF54,"17N 2851797 E, 492406 N",UTM,WGS84,1,100,250,35,-81.07484087024012,25.784162846611416,species,A,A,A
Fraxinus caroliniana,"Water ash, Carolina ash, Pop ash",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,fraxcaro,Human Observation,2004-04-29,BICY,404-49,NA,25.8211,-81.0303,25.8192,-81.0318,WGS84,314,Cell #AJ50,"17N 2855868 E, 496959 N",UTM,WGS84,1,220,404,49,-81.03108529778808,25.82025294971525,species,A,A,A
Serenoa repens,Saw palmetto,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,sererepe,Human Observation,2004-06-22,BICY,310-39,NA,26.1685,-81.2779,26.1671,-81.2762,WGS84,314,Cell #L11,"17N 2894377 E, 472231 N",UTM,WGS84,1,170,310,39,-81.27773065101835,26.16763333089536,species,A,A,A
Sabal palmetto,Cabbage palm,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,sabapalm,Human Observation,2003-05-13,BICY,610-51,NA,26.1457,-81.2422,26.1436,-81.2431,WGS84,314,Cell #O14,"17N 2891842 E, 475791 N",UTM,WGS84,1,210,610,51,-81.24283753353728,26.144703356128495,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2004-03-31,BICY,319-44,NA,26.1349,-81.057,26.1335,-81.055,WGS84,314,Cell #AH15,"17N 2890624 E, 494305 N",UTM,WGS84,1,130,319,44,-81.0561573817379,26.134261793727916,species,A,A,A
Rhynchospora divergens,Spreading beaksedge,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rhyndive,Human Observation,2003-02-05,BICY,466-42,NA,26.1795,-80.9152,26.1814,-80.9138,WGS84,314,Cell #AV10,"17N 2895561 E, 508470 N",UTM,WGS84,1,30,466,42,-80.91467481288956,26.180320759464532,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2002-08-21,BICY,239-81,NA,25.9782,-80.899,25.9802,-80.8984,WGS84,314,Cell #AX32,"17N 2873270 E, 510111 N",UTM,WGS84,1,25,239,81,-80.8981453499425,25.979856565618284,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2004-05-13,BICY,430-59,NA,25.9072,-81.2737,25.9054,-81.2743,WGS84,314,Cell #L40,"17N 2865437 E, 472583 N",UTM,WGS84,1,220,430,59,-81.27464624661282,25.906180093862798,species,A,A,A
Salix caroliniana,Coastal Plain willow,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,salicaro,Human Observation,2002-08-22,BICY,244-98,NA,25.9154,-81.2418,25.9144,-81.2439,WGS84,314,"Cell #O39, endpoint corrected using arcmap","17N 2866336 E, 475780 N",UTM,WGS84,1,245,244,98,-81.24401624087237,25.91446538095698,species,A,A,A
Ilex cassine,"Dahoon holly, Dahoon",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,ilexcass,Human Observation,2004-05-26,BICY,359-98,NA,25.8254,-81.0222,25.8255,-81.0246,WGS84,314,Cell #AK49,"17N 2856346 E, 497776 N",UTM,WGS84,1,280,359,98,-81.02460640382857,25.825784000277075,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2002-08-27,BICY,235-66,NA,26.0528,-80.905,26.0506,-80.905,WGS84,314,"Cell #AW24, endpoint estimated using arcmap","17N 2881537 E, 509501 N",UTM,WGS84,1,180,235,66,-80.905,26.051310679653696,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2004-05-07,BICY,369-58,NA,25.7236,-80.9208,25.7235,-80.9229,WGS84,314,Cell #AU60,"17N 2845078 E, 507948 N",UTM,WGS84,1,270,369,58,-80.92224493062385,25.72359999283682,species,A,A,A
Ludwigia microcarpa,Smallfruit primrosewillow,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,ludwmicr,Human Observation,2002-11-08,BICY,289-97,NA,25.748,-80.9377,25.748,-80.9352,WGS84,314,Cell #AT58,"17N 2847783 E, 506247 N",UTM,WGS84,1,95,289,97,-80.93529218599629,25.747809201281104,species,A,A,A
Serenoa repens,Saw palmetto,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,sererepe,Human Observation,2004-06-22,BICY,313-68,NA,26.1627,-81.2799,26.1606,-81.2794,WGS84,314,Cell #L12,"17N 2893733 E, 472025 N",UTM,WGS84,1,180,313,68,-81.2799,26.161165572116825,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2002-08-29,BICY,250-17,NA,25.784300000000002,-81.0757,25.7839,-81.0732,WGS84,314,Cell #AF54,"17N 2851797 E, 492406 N",UTM,WGS84,1,100,250,17,-81.07528270815551,25.784233383273794,species,A,A,A
Rapanea punctata,"Myrsine, Colicwood",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rapapunc,Human Observation,2003-02-13,BICY,479-65,NA,25.9309,-81.0264,25.9302,-81.0289,WGS84,314,Cell #AK37,"17N 2868028 E, 497353 N",UTM,WGS84,1,250,479,65,-81.02792430799886,25.930398323845903,species,A,A,A
Centrosema virginianum,Spurred butterfly-pea,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,centvirg,Human Observation,2004-06-03,BICY,352-95,NA,26.0243,-81.0653,26.0258,-81.067,WGS84,314,Cell #AG27,"17N 2878374 E, 493467 N",UTM,WGS84,1,335,352,95,-81.06630276113883,26.02624287265822,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2002-05-29,BICY,207-47,NA,26.1989,-81.2169,26.2003,-81.2148,WGS84,314,Cell #R08,"17N 2897730 E, 478329 N",UTM,WGS84,1,60,207,47,-81.21588189138772,26.199430273877997,species,A,A,A
Pluchea rosea,Rosy camphorweed,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,plucrose,Human Observation,2004-06-10,BICY,315-100,NA,26.1551,-81.1871,26.1539,-81.1851,WGS84,314,Cell #U13,"17N 2892878 E, 481301 N",UTM,WGS84,1,125,315,100,-81.18505185327507,26.153805702214523,species,A,A,A
Rhynchospora inundata,Narrowfruit horned beaksedge,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rhyninun,Human Observation,2004-05-05,BICY,331-55,NA,26.2506,-81.0295,26.2527,-81.0285,WGS84,314,Cell #AK02,"17N 2903435 E, 497051 N",UTM,WGS84,1,30,331,55,-81.0288118353783,26.25167479301879,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2003-11-26,BICY,474-40,NA,25.8255,-80.9092,25.8276,-80.9083,WGS84,314,Cell #AW49,"17N 2856359 E, 509099 N",UTM,WGS84,1,15,474,40,-80.90894186354473,25.82637188940324,species,A,A,A
Myrica cerifera,"Wax myrtle, Southern Bayberry",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,myriceri,Human Observation,2004-05-20,BICY,401-63,NA,26.2504,-80.8822,26.2511,-80.8799,WGS84,314,Cell #AY02,"17N 2903418 E, 511768 N",UTM,WGS84,1,80,401,63,-80.88064744199556,26.250646847218793,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2002-08-23,BICY,237-68,NA,25.8448,-81.2201,25.8466,-81.2215,WGS84,314,Cell #Q47,"17N 2858519 E, 477943 N",UTM,WGS84,1,330,237,68,-81.22094789906245,25.84612890921281,species,A,A,A
Fraxinus caroliniana,"Water ash, Carolina ash, Pop ash",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,fraxcaro,Human Observation,2004-06-22,BICY,312-94,NA,26.1627,-81.2799,26.164,-81.278,WGS84,314,Cell #L12,"17N 2893733 E, 472025 N",UTM,WGS84,1,50,312,94,-81.27809940371633,26.164063418699314,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2002-05-07,BICY,130-43,NA,25.8803,-81.2219,25.881,-81.2243,WGS84,314,"Cell #Q43, East of Burns Lake Rd. Q43","17N 2862448 E, 477773 N",UTM,WGS84,1,290,130,43,-81.2229079653584,25.880631871563516,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2002-05-07,BICY,169-47,NA,25.8341,-81.0889,25.836,-81.0888,WGS84,314,"Cell #AE48, W. of Loop Rd. S of Monroe","17N 2857310 E, 491088 N",UTM,WGS84,1,0,169,47,-81.0889,25.835160608448742,species,A,A,A
Ludwigia repens,Creeping primrosewillow,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,ludwrepe,Human Observation,2002-05-22,BICY,219-71,NA,25.7737,-81.0393,25.7735,-81.0388,WGS84,314,Cell #AJ55 (North of Loop Road),"17N 2850623 E, 496063 N",UTM,WGS84,1,155,219,71,-81.03855217068093,25.772247903287706,species,A,A,A
Smilax auriculata,Earleaf greenbrier,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,smilauri,Human Observation,2003-02-13,BICY,480-65,NA,25.9309,-81.0264,25.9289,-81.0261,WGS84,314,Cell #AK37,"17N 2868028 E, 497353 N",UTM,WGS84,1,170,480,65,-81.02611832150852,25.929455503803325,species,A,A,A
Eleocharis cellulosa,Gulf Coast spikerush,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,eleocell,Human Observation,2002-05-20,BICY,191-8,NA,25.7828,-80.8764,25.7848,-80.8776,WGS84,314,"Cell #AZ54, inside Loop Rd.","17N 2851635 E, 512389 N",UTM,WGS84,1,335,191,8,-80.87648427002814,25.782963616067267,species,A,A,A
Acrostichum danaeifolium,Giant leather fern,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,acrodana,Human Observation,2003-06-04,BICY,520-96,NA,25.8672,-81.353,25.8671,-81.3506,WGS84,314,Cell #D44 (originally labeled E45),"17N 2861021 E, 464635 N",UTM,WGS84,1,90,520,96,-81.3506055076404,25.867199980250348,species,A,A,A
Acer rubrum,Red maple,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,acerrubr,Human Observation,2004-06-16,BICY,335-9,NA,26.2329,-81.0986,26.2331,-81.0962,WGS84,314,Cell #AD04,"17N 2901479 E, 490153 N",UTM,WGS84,1,90,335,9,-81.09837481866998,26.2328999998236,species,A,A,A
Sabal palmetto,Cabbage palm,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,sabapalm,Human Observation,2004-06-01,BICY,316-27,NA,25.9346,-81.0368,25.9352,-81.0391,WGS84,314,Cell #AJ37,"17N 2868446 E, 496319 N",UTM,WGS84,1,300,316,27,-81.03738355859672,25.934904637472652,species,A,A,A
Blechnum serrulatum,"Swamp fern, Toothed midsorus fern",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,blecserr,Human Observation,2004-03-26,BICY,414-53,NA,26.2242,-81.0649,26.2242,-81.0674,WGS84,314,Cell #AG05,"17N 2900516 E, 493515 N",UTM,WGS84,1,270,414,53,-81.06622596916748,26.22419999388495,species,A,A,A
Cephalanthus occidentalis,Common buttonbush,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cephocci,Human Observation,2003-05-13,BICY,610-79,NA,26.1457,-81.2422,26.1436,-81.2431,WGS84,314,Cell #O14,"17N 2891842 E, 475791 N",UTM,WGS84,1,210,610,79,-81.2431875473455,26.144156177842707,species,A,A,A
Rhynchospora microcarpa,Southern beaksedge,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rhynmicr2,Human Observation,2004-05-04,BICY,345-52,NA,25.8178,-80.8904,25.8179,-80.8928,WGS84,314,Cell #AX50,"17N 2855514 E, 510987 N",UTM,WGS84,1,270,345,52,-80.89169647812676,25.817799994218067,species,A,A,A
Pleopeltis polypodioides var. michauxiana,Resurrection fern,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,pleopolymich,Human Observation,2004-04-28,BICY,409-6,NA,25.8148,-81.0772,25.8145,-81.0796,WGS84,314,Cell #AF50,"17N 2855174 E, 492265 N",UTM,WGS84,1,220,409,6,-81.07729615442571,25.814696279700353,species,A,A,A
Mikania scandens,"Climbing hempweed, Climbing hempvine",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,mikascan,Human Observation,2004-04-02,BICY,427-26,NA,26.2477,-80.9374,26.2497,-80.9363,WGS84,314,Cell #AT02,"17N 2903122 E, 506250 N",UTM,WGS84,1,30,427,26,-80.9370746954694,26.248208084608585,species,A,A,A
Crinum americanum,"Swamp-lily, Seven-sisters, String-lily",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,crinamer,Human Observation,2002-07-31,BICY,195-8,NA,26.0499,-81.3429,26.0497,-81.3404,WGS84,314,"Cell #E24, Deep Lake","17N 2881252 E, 465701 N",UTM,WGS84,1,100,195,8,-81.34270318685857,26.049868652248716,species,A,A,A
Eriocaulon compressum,Flattened pipewort,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,eriocomp,Human Observation,2004-03-30,BICY,388-78,NA,26.1428,-80.8861,26.1411,-80.8845,WGS84,314,Cell #AY14,"17N 2891503 E, 511389 N",UTM,WGS84,1,145,388,78,-80.8849814989884,26.1413582193379,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2002-08-27,BICY,235-97,NA,26.0528,-80.905,26.0506,-80.905,WGS84,314,"Cell #AW24, endpoint estimated using arcmap","17N 2881537 E, 509501 N",UTM,WGS84,1,180,235,97,-80.905,26.050611150294113,species,A,A,A
Myrica cerifera,"Wax myrtle, Southern Bayberry",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,myriceri,Human Observation,2002-08-09,BICY,261-81,NA,26.1786,-81.0048,26.1769,-81.0032,WGS84,314,Cell #AM10,"17N 2895459 E, 499518 N",UTM,WGS84,1,145,261,81,-81.00363812566675,26.177102773493385,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2004-03-31,BICY,320-44,NA,26.1331,-81.0631,26.1321,-81.0609,WGS84,314,Cell #AG15,"17N 2890423 E, 493688 N",UTM,WGS84,1,120,320,44,-81.06214742013123,26.132603562296886,species,A,A,A
Eleocharis cellulosa,Gulf Coast spikerush,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,eleocell,Human Observation,2002-08-27,BICY,235-34,NA,26.0528,-80.905,26.0506,-80.905,WGS84,314,"Cell #AW24, endpoint estimated using arcmap","17N 2881537 E, 509501 N",UTM,WGS84,1,180,235,34,-80.905,26.052032774405415,species,A,A,A
Rapanea punctata,"Myrsine, Colicwood",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rapapunc,Human Observation,2004-03-24,BICY,370-70,NA,25.9769,-81.3355,25.9789,-81.3346,WGS84,314,Cell #F32,"17N 2873174 E, 466418 N",UTM,WGS84,1,30,370,70,-81.33462618950502,25.97826796975523,species,A,A,A
Amphicarpum muhlenbergianum,Blue-maidencane,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,amphmuhl,Human Observation,2004-04-07,BICY,432-44,NA,26.25,-81.2548,26.2478,-81.2547,WGS84,314,Cell #N02,"17N 2903396 E, 474557 N",UTM,WGS84,1,180,432,44,-81.2548,26.24900714698961,species,A,A,A
Acer rubrum,Red maple,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,acerrubr,Human Observation,2004-04-15,BICY,387-46,NA,26.2539,-81.0377,26.2532,-81.0356,WGS84,314,Cell #AJ02,"17N 2903800 E, 496238 N",UTM,WGS84,1,120,387,46,-81.03670309343592,26.253381005493313,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2004-04-29,BICY,405-41,NA,25.8211,-81.0303,25.8202,-81.0326,WGS84,314,Cell #AJ50,"17N 2855868 E, 496959 N",UTM,WGS84,1,250,405,41,-81.0312605996102,25.820783555216646,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2002-08-08,BICY,256-87,NA,26.1826,-80.8868,26.1805,-80.8866,WGS84,314,Cell #AY10,"17N 2895910 E, 511309 N",UTM,WGS84,1,180,256,87,-80.8868,26.180636840283313,species,A,A,A
